Existence of initiatives and projects in the past five years to improve the tourism sector - exists,Existence of cafes - does not exist,Tourism Index,Existence of touristic attractions that can be expolited and developed - does not exist,Existence of touristic attractions prone to be exploited and developed - exists,Total number of hotels,Town,Total number of cafes,Observation URI,Existence of hotels - does not exist,Existence of restaurants - does not exist,Existence of cafes - exists,references,Existence of hotels - exists,refArea,Total number of guest houses,Total number of restaurants,publisher,dataset,Existence of guest houses - exists,Existence of guest houses - does not exist,Existence of restaurants - exists
0,1,0,1,0,0,Qraiyat,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qraiyat,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,1,0,1,Qraiyeh,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qraiyeh,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Baabda_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,9,1,0,1,Qraiyet Jlayse,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qraiyet+Jlayse,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Byblos_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,7,0,1,0,Qraiyet Saida,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qraiyet+Saida,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,0,1,0,Qsaibet En-Nabatiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qsaibet+En-Nabatiyeh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Qsarnaba,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Qsarnaba,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Raachine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Raachine,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Raait,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Raait,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Rabb Et-Tlatine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rabb+Et-Tlatine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,6,1,0,1,Rabieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rabieh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Matn_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,7,0,1,0,Rachaaine,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rachaaine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,2,6,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,1,0,0,Rachaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rachaf,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,4,0,1,0,Rachaiya El-Foukhar,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rachaiya+El-Foukhar,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hasbaya_District,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
1,0,10,0,1,1,Rachaya El Wadi,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rachaya+El+Wadi,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Beqaa_Governorate,1,15,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,3,1,0,0,Rafid Rachaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rafid+Rachaya,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Rahbeh,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rahbeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Ram,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ram,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,1,0,0,Ramlieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ramlieh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,1,1,0,0,Ramyet Bent Jbeil,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ramyet+Bent+Jbeil,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,2,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,9,0,1,3,Ras Baalbek Ech-Charqi,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ras+Baalbek+Ech-Charqi,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Ras El Matn,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ras+El+Matn,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Ras El-Href,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ras+El-Href,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Ras Kifa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ras+Kifa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,0,1,5,Ras Masqa,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Ras+Masqa,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/North_Governorate,0,30,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Rasha,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rasha,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,4,0,1,0,Rashana,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rashana,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,3,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,0,1,0,0,Rawda Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rawda+Bekaa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,1,1,0,0,Rawda Village,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rawda+Village,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,4,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,9,0,1,3,Rayfoun,20,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rayfoun,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Keserwan_District,0,20,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Rechdibbine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rechdibbine,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Richmaiya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Richmaiya,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,7,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,10,-1,1,2,Rihan Jezzine,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rihan+Jezzine,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/South_Governorate,2,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,1,3,1,0,1,Rihana,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rihana,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Rihaniyet Aakkar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rihaniyet+Aakkar,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Rihaniyet Minie,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rihaniyet+Minie,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/MiniyehâDanniyeh_District,0,7,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Rijmeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rijmeh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,4,1,0,0,Rimat,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rimat,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,5,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
1,1,1,0,1,0,Rimhala,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rimhala,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,3,1,0,0,Rmadiyeh,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rmadiyeh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Rmaich,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rmaich,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,6,0,1,2,Rmeilet Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rmeilet+Ech-Chouf,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,1,0,1,0,Rouayssrt El-Ballout,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Rouayssrt+El-Ballout,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,6,0,1,0,Roum,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Roum,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Roumieh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Roumieh,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,0,6,0,1,0,Roumine,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Roumine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Saadine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saadine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Saadnayel,6,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saadnayel,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/ZahlÃ©_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Saaideh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saaideh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Sabbah,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sabbah,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Sadiqine,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sadiqine,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Safad Al-Battikh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Safad+Al-Battikh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,6,1,0,4,Safra Kesrouane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Safra+Kesrouane,0,0,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Keserwan_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,9,0,1,2,Saghbine,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saghbine,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Western_Beqaa_District,0,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Sahle,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sahle,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,9,0,1,2,Saida,15,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saida,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Sidon_District,0,30,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Saksakiyeh,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saksakiyeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,7,1,0,0,Salhiyet Saida,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Salhiyet+Saida,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,1,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,6,0,1,0,Salima Baabda,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Salima+Baabda,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Baabda_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Sammaqiyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sammaqiyeh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Sanaya,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sanaya,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Saouanet Marjayoun,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saouanet+Marjayoun,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Saoufar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Saoufar,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,0,0,0,0,Sarafand,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sarafand,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Sarba En-Nabatieh,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sarba+En-Nabatieh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Sariita,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sariita,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Sarin Fawqa,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sarin+Fawqa,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Sayssouq,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sayssouq,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,1,0,1,0,Sebaal Zgharta,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sebaal+Zgharta,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,4,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,1,0,1,1,0,Sehjoud,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sehjoud,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hermel_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Selaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Selaa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,0,1,0,Selaata,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Selaata,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Selfaya,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Selfaya,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Semqaniyeh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Semqaniyeh,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,4,0,1,1,Seraal,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Seraal,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Zgharta_District,2,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,1,0,1,0,0,Serraaine Et-Tahta,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Serraaine+Et-Tahta,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,1,0,1,Sfaray,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sfaray,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/South_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Sfaynet El-Qaitaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Sfaynet+El-Qaitaa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
